timestamp_us,rssi,num_subcarriers,amp_0,amp_1,amp_2,amp_3,amp_4,amp_5,amp_6,amp_7,amp_8,amp_9,amp_10,amp_11,amp_12,amp_13,amp_14,amp_15,amp_16,amp_17,amp_18,amp_19,amp_20,amp_21,amp_22,amp_23,amp_24,amp_25,amp_26,amp_27,amp_28,amp_29,amp_30,amp_31,amp_32,amp_33,amp_34,amp_35,amp_36,amp_37,amp_38,amp_39,amp_40,amp_41,amp_42,amp_43,amp_44,amp_45,amp_46,amp_47,amp_48,amp_49,amp_50,amp_51
3100000,-60,52,20.7983,18.7743,15.085,26.7096,17.1935,14.7396,23.2002,23.018,23.64,14.3341,31.2865,25.8833,20.9979,28.4993,19.1195,20.7543,13.9994,23.0231,23.391,27.9839,22.2491,25.0152,13.6125,23.8353,22.5419,20.159,17.4489,11.0153,19.0836,11.5086,11.9517,11.6417,6.9034,12.5837,10.2968,7.2401,3.9006,6.8804,4.983,7.9164,6.5437,4.2781,10.4716,10.6467,6.6653,14.106,12.7907,16.301,13.2714,0.0236,12.2575,12.513
3120000,-58,52,18.8318,11.6123,15.9961,23.5853,17.3583,21.042,24.3305,23.2888,19.2513,17.9159,27.6438,23.5199,20.0699,21.5902,22.7343,15.6565,24.4111,26.2617,18.961,17.6244,18.6555,18.7502,26.7856,21.2381,17.6316,13.5092,15.3074,13.2983,8.4301,10.452,13.0467,6.1725,4.4294,8.3836,6.8202,1.0313,12.2769,11.9353,15.4001,5.1728,9.3406,12.1356,9.6881,12.5194,9.0558,7.0645,11.5707,12.4234,14.005,16.5266,13.721,13.1776
3140000,-69,52,11.2003,15.8174,12.8817,16.6809,18.767,19.5269,17.2818,30.1744,14.6458,21.2318,20.1352,19.1154,17.4854,20.1298,11.3706,21.1084,19.5042,26.0672,22.0399,22.7568,21.554,16.8799,19.9986,20.9609,21.901,7.2384,12.7645,12.365,11.7578,13.7874,10.1517,9.3625,9.5726,12.9329,11.7411,5.6155,10.1736,8.7629,1.5636,9.7848,5.5669,6.8902,6.0953,0,7.5577,6.54,5.6305,14.6686,13.6191,7.2379,11.0641,15.1521
3160000,-59,52,7.5281,23.075,16.9644,21.0108,12.7647,18.3518,17.3254,22.9646,29.0127,26.7312,22.8749,20.5524,23.8937,19.9464,32.0478,29.2057,24.1904,31.7842,22.0033,18.9775,12.2523,18.1925,12.5652,13.9956,19.9722,18.0575,12.073,12.6096,12.8445,13.9743,14.6241,11.4942,9.7247,6.4869,10.494,2.266,8.7412,2.3152,10.0534,4.2582,4.4674,5.5349,5.0696,2.0883,7.1983,7.1564,6.8198,9.1559,16.2601,9.3628,8.3333,19.0866
3180000,-59,52,14.3177,13.5135,24.0473,17.2189,15.5045,19.4995,11.7344,25.1691,26.9757,17.1081,19.7946,30.1994,26.807,21.6754,22.2739,24.3728,28.1623,25.1831,23.8442,20.1722,26.478,21.8732,14.3239,16.2811,24.1233,8.6966,10.7649,16.2278,12.5352,7.6243,0,9.1298,14.4157,5.0098,3.8279,11.0147,13.1302,3.7157,5.6674,0.9279,7.0521,4.2391,6.8407,0,12.0824,1.6298,4.2971,9.492,3.2059,5.7033,9.3096,6.6798
3200000,-56,52,17.0403,14.5551,15.4789,19.4235,17.9363,20.5747,17.8603,21.0571,25.1512,21.3968,19.2246,15.9535,27.6166,16.6311,21.797,27.2182,22.4554,22.35,18.8666,18.0513,28.4531,15.2667,23.3755,16.6139,24.2556,10.1522,21.063,9.1779,13.4922,12.3169,8.0189,11.2856,12.5961,11.3261,7.717,3.9203,11.7598,7.4688,8.6472,11.6449,10.3637,4.7834,7.9225,7.6718,8.7861,5.9995,5.8869,11.1646,5.7191,18.5137,9.9983,13.3165
3220000,-58,52,12.6099,12.3859,21.1463,22.944,27.0078,19.8473,19.814,19.1141,21.1177,24.1752,19.3246,24.4751,28.7507,24.169,32.5503,19.5367,24.4802,21.8683,16.9153,21.3093,19.4364,17.6451,18.7655,10.8727,11.7103,19.7516,14.6194,6.5693,19.9063,19.5575,11.833,8.4528,9.3253,9.5624,7.8925,6.718,9.5582,3.5157,6.642,6.709,3.8261,7.6368,11.1964,10.0169,3.6367,4.6568,10.9508,13.4531,13.6288,14.2325,11.288,8.3884
3240000,-59,52,16.9947,21.9011,19.2014,12.0559,16.1889,19.5074,25.6493,20.7378,19.6672,19.9239,23.2342,23.5941,32.1275,22.4452,17.9871,25.2411,23.5683,22.7832,18.7262,22.8704,18.3627,17.388,16.3629,21.7523,11.1776,15.6083,13.9401,17.0214,12.3757,15.8144,8.2254,12.1845,10.7996,9.3522,14.6751,10.043,8.5897,11.6252,8.6054,5.9974,10.9344,16.1648,5.2891,10.4926,8.9604,9.3913,2.1519,7.9116,8.0696,17.9029,8.61,19.3507
3260000,-56,52,12.665,14.1598,16.0543,23.0667,20.3369,20.533,16.578,17.0412,31.7472,24.764,27.984,17.856,24.4669,27.0693,30.7075,28.3088,19.9957,19.7795,14.9051,22.0804,18.0455,19.0609,21.6088,20.8326,14.9,7.7765,15.4546,6.3106,9.6528,10.7954,7.5259,14.662,12.8632,11.8922,3.5722,8.4412,14.2827,5.1493,8.6547,9.7758,10.2977,6.5613,8.8823,7.528,10.9756,8.5648,11.5395,6.1587,6.5802,11.1903,16.9103,15.9841
3280000,-56,52,9.8082,20.591,14.3289,19.6944,19.6686,21.7068,21.5463,27.0411,26.7147,17.214,16.4503,24.5013,19.5823,22.4664,24.1051,28.9373,20.1599,21.295,24.4143,21.8222,22.5021,20.0953,25.5336,11.7207,16.0088,22.9796,13.106,11.6743,15.2873,7.7329,14.9781,10.488,6.6638,6.6558,13.8341,11.0405,1.4232,5.2822,2.4452,9.9954,6.4375,8.4578,10.5203,1.0916,10.4049,19.1869,14.4377,20.0198,0.4848,9.5789,14.3127,7.1785
3300000,-69,52,13.9541,9.9485,19.822,16.8036,14.896,15.6632,21.4805,25.1471,20.3686,24.4963,17.0606,17.0108,19.4986,25.6547,22.4019,18.5348,25.2035,25.7508,17.1489,21.1007,21.3024,17.2632,10.0364,13.7744,18.2934,18.9142,11.9281,21.7716,15.5956,6.6038,12.1298,12.5144,5.7507,10.9783,5.9304,4.7068,7.1705,5.0869,7.06,6.384,10.2477,9.5415,8.0289,8.3377,12.9442,0.8384,14.3214,15.5193,10.2361,21.5544,7.3377,9.8797
3320000,-72,52,16.8299,15.4651,16.5981,14.2149,18.0074,16.9505,15.198,21.6194,19.3411,22.9018,21.3413,24.786,28.7064,25.1113,21.5149,21.2955,23.3253,20.4231,20.1978,25.5714,21.4489,17.6508,19.4686,17.3746,14.8884,16.9627,13.3965,11.6646,15.9422,9.4462,16.8399,5.5073,11.5501,10.5944,9.8428,9.0987,11.1373,6.2024,5.5582,5.6657,15.0226,3.068,11.8371,4.5929,10.5643,13.4367,4.805,6.9209,14.7636,16.9688,10.7365,21.0304
3340000,-61,52,17.255,13.7207,13.0753,17.8549,17.8755,28.2215,22.4294,14.261,28.7217,13.6422,22.8713,20.5496,25.5485,26.4847,26.1174,12.2928,23.2547,20.2828,15.7988,23.8243,22.4765,22.332,23.4718,22.7448,14.1078,19.6972,4.3316,15.2958,8.5179,8.7676,17.4869,17.7873,13.1597,7.1524,3.6772,6.3983,2.5667,7.4629,7.2666,8.6586,5.9883,2.4566,8.7347,0.7132,8.7434,10.6895,7.9539,12.5147,13.5243,9.1014,10.972,14.3851
3360000,-69,52,18.4517,17.3203,21.5841,11.3025,20.1221,16.5114,25.1419,27.1547,30.2844,20.5268,22.8337,30.2622,24.9871,23.749,29.0063,21.2935,21.8165,22.7271,25.3468,20.1448,18.532,13.9197,25.5379,21.2457,17.5946,15.2444,13.925,15.2513,17.6797,14.5796,12.17,8.3574,12.4135,15.025,8.3425,1.7221,6.2591,11.1539,3.4198,12.9512,5.9492,4.1366,12.1222,14.7703,14.9521,10.3491,9.1038,10.4432,14.2795,6.9221,16.7025,10.4628
3380000,-64,52,19.126,13.6672,15.8537,13.7737,24.6634,28.5098,9.359,19.5003,23.534,24.037,20.4189,20.8551,25.6214,29.0557,15.7882,19.9719,24.3064,17.9743,19.3672,26.2747,21.4251,17.4211,20.6154,12.3882,17.5666,17.7661,19.8014,16.5899,13.6297,11.3795,10.2781,15.3494,14.6407,11.1639,8.557,4.4793,2.1129,5.4119,10.1607,7.6398,12.1626,6.4786,1.0099,5.1603,11.7506,9.9961,10.1845,10.2741,9.2584,14.7172,10.973,15.6086
3400000,-60,52,13.3569,5.2916,16.3838,16.1057,13.2237,23.164,26.1524,25.293,24.7063,26.392,18.5578,26.3541,24.922,20.3461,25.5289,26.4019,23.8095,20.9146,19.9481,12.8414,22.3647,14.0911,18.9975,15.4829,21.6104,14.8733,14.2259,8.2805,16.3956,10.6113,12.0841,6.905,4.6637,15.0691,0.7808,11.4566,8.1193,3.3166,8.4635,12.3093,9.1079,8.2767,4.2602,4.5404,9.1642,6.9228,13.1521,6.7952,18.1257,10.8107,14.6038,14.9618
3420000,-62,52,16.6184,18.8959,21.6845,20.0145,17.7885,20.7683,19.2172,16.6778,32.6255,21.1199,22.8366,18.4612,31.3688,18.65,27.4987,21.948,20.3298,24.5704,16.9059,23.9968,18.483,15.6353,13.1354,17.3982,16.2642,17.5028,11.2602,16.3051,21.9235,3.5887,21.9031,13.3736,16.3186,11.4938,6.8227,3.0388,8.5848,8.7902,3.364,10.6564,8.7836,4.9742,11.7044,3.6873,5.7971,12.6678,2.4869,8.8388,13.2344,13.76,20.9584,20.4123
3440000,-60,52,15.3047,13.3135,15.2556,20.9128,23.3335,19.4412,18.9617,16.6419,21.3857,23.1836,24.9961,26.507,20.7053,20.2892,28.2599,23.8279,15.6227,28.5001,18.8494,24.231,18.9898,19.7663,25.3906,10.5515,15.6304,13.0634,13.9001,12.7773,16.782,13.8817,9.3942,16.4797,13.0638,5.4823,6.9165,5.2029,8.3739,5.6915,10.0412,4.8794,7.1062,4.8345,5.0847,11.3004,2.3763,9.9491,12.9831,15.6866,7.5244,17.0271,12.652,14.3983
3460000,-66,52,20.2439,18.7538,14.283,15.472,28.1427,18.7353,20.0109,14.4598,20.6566,24.1717,20.2963,23.3479,24.2343,21.5208,26.9544,22.0014,22.1397,22.0391,14.3841,23.2995,23.3807,22.648,20.4958,17.4914,19.0928,26.8697,10.5917,16.4528,15.045,15.5294,5.5771,18.5099,14.8585,8.0855,15.7202,8.5777,15.9981,8.098,0,6.8946,5.2463,1.736,3.5644,9.0387,5.42,13.0175,2.9588,9.4678,13.1647,13.7891,10.838,15.1213
3480000,-67,52,11.2192,14.9233,20.3516,12.7856,15.7018,20.7939,13.6807,14.7379,29.7505,11.8238,23.1249,21.0092,19.677,18.5288,18.9657,25.2461,22.5795,12.927,25.0955,23.5294,19.4059,19.0411,17.6809,21.8855,17.6615,20.3052,13.0642,15.829,11.0609,12.555,19.9606,8.6649,3.3641,12.8678,6.5352,1.6147,11.3913,7.4176,7.5909,10.2232,9.3386,5.0805,11.279,1.8663,5.8586,10.5306,13.0465,8.0265,13.5795,12.388,7.8947,19.2654
3500000,-62,52,9.8455,24.6689,19.8879,17.7028,21.2985,19.1106,15.6797,15.0688,23.249,17.1012,26.4038,26.8868,25.3878,22.6496,26.9203,20.0333,20.7879,22.7858,23.0813,16.4923,15.5556,14.3943,21.819,13.1499,16.5885,21.0292,17.5612,13.1803,16.66,14.5359,7.5822,6.5698,15.8721,10.1027,9.839,7.141,2.6502,11.6689,10.0583,10.2167,4.5059,4.4625,8.0713,16.4437,6.9769,13.7512,9.9025,17.4134,12.8231,5.4766,11.3541,11.3354
3520000,-68,52,11.0281,11.8688,15.273,16.9431,13.5097,20.9122,22.8539,23.019,22.9759,20.9983,18.6943,22.9045,25.0398,19.6152,22.1001,22.815,31.5365,26.5965,26.9956,23.8019,17.8474,21.9942,24.8169,13.8744,17.1583,16.4807,17.2433,18.7019,12.2929,11.5351,23.8784,8.5347,4.204,9.5689,6.1666,7.24,7.0432,0,7.4027,7.9173,11.7979,7.9234,12.1452,14.484,10.517,10.8592,8.3758,12.9456,9.9603,2.7716,12.5797,18.5928
3540000,-70,52,12.06,20.0892,15.0962,24.1966,13.9235,19.671,18.186,22.5288,24.4214,27.4803,24.9487,20.6542,18.8024,26.3023,23.2983,19.3294,25.1932,12.544,13.3244,21.6208,14.4195,22.6024,20.9652,12.7223,13.6047,13.3196,11.4681,12.4506,12.1056,11.0836,11.803,11.3653,4.3899,8.6327,6.3958,15.1277,1.1728,0,6.4674,7.7896,8.5637,10.4265,8.4765,4.2758,13.6684,11.5907,4.8713,15.4668,13.8012,14.5982,16.6494,14.2802
3560000,-58,52,11.7884,14.515,17.0757,19.3089,18.1387,22.2456,21.3469,26.0136,19.549,12.6274,24.5868,17.1845,17.7863,20.416,21.1732,18.8748,23.5112,19.6334,26.0269,22.4212,23.3714,20.473,21.9337,20.8287,12.6147,12.7809,15.0707,14.8621,20.0371,12.9455,10.9391,10.2786,7.6357,9.5163,9.4909,7.6892,2.7296,6.2101,6.6802,7.6181,0,8.6481,4.6053,9.6381,6.9062,12.3735,15.7507,13.7731,10.041,12.2114,9.6388,25.0075
3580000,-57,52,21.0746,7.455,19.7127,20.5116,17.9984,18.886,20.8573,21.1593,24.373,24.2509,20.8451,18.8134,24.1942,25.2848,26.0784,20.5564,32.3826,15.1594,28.9538,17.7498,19.8784,26.5443,26.1603,24.0574,20.0998,17.5883,9.4422,9.2738,12.7804,14.5886,14.1635,13.8403,15.2774,14.6854,8.5757,0,11.5559,6.3526,5.1277,7.6708,1.8836,6.3263,1.7285,0,5.5865,14.8424,10.1686,13.55,10.8059,13.7565,5.5042,11.1156
3600000,-66,52,14.4641,14.4768,14.1514,17.9305,16.5647,15.5988,16.8338,24.046,17.6353,28.2669,22.8301,17.9756,19.2141,31.8635,21.437,17.1268,23.5701,20.5392,27.6861,27.4913,17.0015,22.4358,16.759,15.9863,15.693,16.8494,9.6068,16.8655,18.0925,10.5881,14.8456,13.1157,11.206,10.2174,12.8381,8.3789,7.0418,11.7565,3.4025,6.2815,10.781,10.6553,5.8351,10.1046,5.0292,11.574,7.5273,14.188,10.4143,13.09,6.2976,20.2105
3620000,-66,52,13.8914,19.8709,12.8352,15.1,14.4564,19.7155,17.8875,15.7519,24.3074,21.3656,23.499,23.1209,22.7919,24.4688,25.2498,24.4675,17.8607,17.7337,20.1453,22.1494,19.4752,11.3571,18.4069,20.5337,17.7375,12.3599,13.7261,19.2707,12.9055,10.3925,5.0724,10.329,6.317,9.5088,10.8763,6.2819,6.9161,8.6249,10.35,14.925,7.4608,7.7306,3.9588,8.4895,9.7932,11.8235,15.0349,13.2604,14.5228,7.8802,18.2805,13.0292
3640000,-57,52,18.1633,12.7293,17.6338,18.0467,17.3072,16.5446,20.9484,25.6752,21.8006,15.1755,28.3216,27.0112,20.5595,26.9892,19.9682,26.8182,20.8968,19.4664,14.3323,22.9108,19.1666,22.9648,12.8477,17.1764,22.0156,10.1876,11.8423,14.3471,7.4113,11.4714,13.7424,13.7493,12.0758,21.6021,7.791,8.6998,2.0676,4.3419,4.5927,8.1466,14.6831,12.0227,6.1447,9.2444,7.575,14.5654,1.2172,7.9973,19.4309,11.5132,17.076,21.8617
3660000,-61,52,18.0374,13.3864,5.8187,24.1848,18.2958,20.6238,16.6659,20.5266,18.3391,19.317,12.3943,25.6958,23.8092,19.8164,27.5578,21.871,20.7135,17.9638,27.704,29.4372,16.0943,15.3971,17.6268,20.9499,17.1328,15.2896,18.1555,14.8661,11.9827,11.4331,9.8242,14.4405,9.6184,8.8908,8.3827,11.6305,5.877,14.9779,3.5852,1.0998,8.0115,8.6357,5.8018,21.0714,10.1594,14.0241,12.1525,11.821,7.5917,12.7911,15.2386,8.7636
3680000,-59,52,8.0201,21.0951,23.9529,12.2367,16.6946,18.1314,12.7885,24.1951,22.3176,20.0203,22.8161,19.7519,20.6336,24.3395,21.8035,25.9293,26.47,20.1171,24.4238,27.3708,21.2088,17.9907,12.6465,16.8137,10.835,15.8185,12.6601,16.9541,3.103,14.2925,2.7117,12.5825,16.4264,10.1398,10.2868,9.0778,13.3804,3.3484,3.6746,5.1308,0.8351,1.3226,8.4745,6.9948,9.5838,7.2962,7.5487,6.5468,11.6764,7.3466,13.9798,12.6106
3700000,-64,52,17.7884,10.8841,16.0076,19.4042,17.5616,23.9807,19.6119,22.2246,21.2254,16.1021,22.392,21.4501,23.5635,25.1435,22.6604,18.0982,23.4734,28.0036,23.6118,18.2785,15.813,30.7071,23.3218,18.0236,16.162,14.1387,20.443,14.0369,14.3936,13.4077,12.566,14.8023,11.8471,5.2514,10.3315,8.6148,0,13.6629,10.3403,0.0561,0,5.0832,4.2064,0.7205,5.2615,6.1538,8.0185,8.5247,13.7269,6.8427,16.2278,19.8182
3720000,-55,52,16.4049,20.321,16.464,19.6171,15.4702,17.5188,19.6827,24.8883,22.9604,17.8341,23.3601,20.6801,22.5198,24.9792,18.8911,26.143,28.147,23.3161,19.1956,17.3677,23.4422,17.5009,24.0213,24.1909,16.3915,16.1044,17.5679,17.9889,14.8534,10.0538,15.2766,7.6501,7.2262,8.8091,11.8088,12.6736,3.4275,5.5178,8.4446,5.2953,8.3359,1.5103,8.853,7.221,10.8643,5.1179,15.0029,9.1831,13.943,17.8524,7.2243,13.7785
3740000,-64,52,17.4328,18.5362,20.4691,16.8089,15.7086,16.8072,27.8149,23.1663,22.5575,23.6005,29.8101,28.5438,16.2588,23.9977,30.165,21.9162,22.1603,19.1617,23.5829,19.5318,25.5462,15.344,17.4389,18.5393,15.4099,14.689,15.8892,12.7586,13.5433,6.719,16.1751,2.8177,7.0161,14.5989,0,16.2586,5.1315,6.0385,6.9911,11.2905,6.4556,9.8449,11.3683,14.1602,9.3582,6.5734,4.7945,7.6762,9.9623,9.8094,16.201,6.1681
3760000,-61,52,15.7913,10.8404,19.3203,15.0904,14.569,10.3774,19.6381,16.1311,22.5859,24.6208,24.6886,18.6013,17.6203,29.7296,27.2945,17.0394,17.2825,24.184,25.2306,17.2941,23.6711,23.0047,22.505,20.6217,21.6445,17.5499,22.3493,15.0837,11.2233,19.4356,8.3747,12.8477,11.3262,7.3275,7.2443,12.7216,7.7808,12.0564,4.409,4.7731,3.3651,3.823,11.633,4.5916,19.1047,4.5394,9.1097,9.6145,8.9259,13.4316,14.1529,13.1302
3780000,-66,52,8.7743,14.0667,22.1596,15.13,20.8333,17.5142,29.0286,25.2898,26.7247,18.5579,22.585,21.6993,32.6604,21.8377,18.4487,19.5824,26.9095,24.5402,24.5837,19.942,21.3452,19.8238,12.9257,17.5599,13.8231,17.3832,21.2616,5.3983,14.4232,12.3445,12.3622,3.23,1.9412,7.3203,5.7014,1.9597,6.2814,6.8085,7.6651,0.8619,3.2429,9.0361,10.303,11.1862,17.5019,2.1585,7.9262,12.3942,10.0089,12.6998,13.686,19.3331
3800000,-65,52,9.2876,19.437,18.6741,13.201,25.6184,21.586,22.4264,18.8197,22.8637,22.5616,19.4601,23.9951,20.8115,27.9977,33.8711,13.7749,25.2432,25.0155,18.3756,16.0984,28.6814,23.9043,20.4296,23.8503,20.2285,8.0932,17.7346,10.6772,11.8416,15.7801,3.6348,7.8958,10.0028,17.4627,6.3219,12.4509,10.4448,9.483,0,12.2127,5.4475,7.3724,14.0538,3.8869,5.034,8.5632,7.7602,9.7867,10.1763,5.2058,15.94,14.6901
3820000,-58,52,12.4123,12.407,20.4565,20.9296,21.8737,20.2241,14.7086,25.9737,24.3745,23.722,18.8708,19.7913,25.5069,20.0069,25.5515,23.5154,24.1814,25.9765,24.8147,22.0888,16.732,18.59,24.1247,18.7278,24.002,10.335,21.0941,10.0299,7.4243,8.5225,7.2149,16.7813,5.8273,10.7123,7.5671,1.449,9.321,7.9081,2.1804,11.1339,3.5991,0.1183,11.649,6.2204,3.7616,6.728,7.3293,10.173,6.4208,16.6547,14.9788,13.0659
3840000,-72,52,13.8383,21.9118,14.6741,32.3405,19.1656,16.2245,19.2926,20.5033,21.1031,25.2117,22.4614,28.5875,23.0268,22.3755,20.8835,28.2775,26.4715,15.4303,20.8834,21.2462,21.4017,19.6057,15.1196,22.258,13.0713,14.5366,13.5707,13.255,17.1272,9.1104,15.4083,9.2086,9.3414,16.0349,8.136,12.5832,7.8702,9.6847,11.0915,2.7716,7.6921,13.0304,9.4289,12.2717,5.1639,10.2923,6.9782,9.508,23.1399,8.4502,13.7979,13.9242
3860000,-61,52,13.8287,15.6601,17.0992,19.7512,16.7591,19.4591,22.6936,22.2518,14.7875,18.8664,21.8335,21.3703,20.0204,24.4545,28.3426,23.6123,15.5358,30.4471,24.6821,18.6586,23.4275,18.3642,22.4785,18.5826,16.3352,18.1705,13.4072,13.0076,13.9164,15.5289,9.8768,4.0225,11.014,2.8323,12.045,6.478,2.44,4.3271,11.0431,12.49,1.1594,0,19.5828,4.7078,0,3.4193,5.2488,5.7014,9.3092,11.6702,18.2553,9.0871
3880000,-57,52,12.3814,11.8836,15.8387,20.242,10.8832,15.5375,16.905,27.2955,24.4533,21.6748,18.2349,32.6089,21.422,18.934,26.9053,21.6861,26.9793,24.5457,24.9488,22.7412,17.4248,19.8322,19.3714,15.0214,22.4393,5.5804,17.6778,12.6865,18.128,8.9304,8.5316,5.7436,10.7341,5.5058,11.4399,10.684,5.2538,7.1609,0,7.301,7.8653,9.6191,5.2035,8.604,2.4748,12.3453,8.6123,6.0811,17.7826,16.9484,13.5282,13.2747
3900000,-67,52,17.1274,15.8296,22.9187,11.1865,21.8027,17.427,16.1326,23.9276,21.1074,20.127,29.3178,17.6287,18.2927,19.9888,24.158,22.7227,22.2155,18.3473,17.6919,22.2826,13.0894,21.9014,17.6047,22.2537,18.6034,17.8704,15.8918,5.1702,14.6279,11.5143,15.5357,7.1817,5.7339,13.2368,5.2945,10.8709,2.2003,6.9425,8.7566,6.3858,5.9873,10.7258,0,4.5699,1.6545,5.3042,6.5314,12.0254,10.2348,14.4417,17.6474,19.7812
3920000,-66,52,12.0725,17.3298,19.4416,15.4513,17.3357,21.515,19.217,25.4773,21.9857,24.4868,25.3568,21.6119,21.4531,21.8278,23.3131,25.979,26.656,24.9592,19.1547,20.8552,19.3766,18.8843,22.5603,14.6842,18.4795,20.3227,16.6881,10.5843,11.1534,21.6922,7.3973,12.389,12.7828,12.1458,13.9408,4.7879,9.2867,6.2493,10.6309,4.0019,8.9129,8.3588,6.4625,13.7674,15.492,7.5901,9.593,7.6199,13.3675,13.215,10.8392,17.8156
3940000,-56,52,14.262,14.5792,13.7046,10.0268,20.505,19.9838,18.9534,16.3247,23.454,26.8419,25.4157,17.9862,28.2774,21.236,23.0781,28.0806,24.4386,20.0529,23.0928,25.2362,17.7425,19.7948,16.5917,17.8806,15.7725,14.6726,8.6217,13.3799,14.0381,16.3253,5.7933,10.7769,9.4151,7.9218,6.3212,2.8152,5.5308,5.0868,4.1998,11.0026,14.9261,4.911,11.921,1.0474,6.1276,4.9717,5.9998,6.5191,8.0586,11.2614,15.0772,24.1085
3960000,-63,52,11.189,18.0721,16.9834,22.0435,23.1948,28.4966,18.3362,17.8592,19.9047,23.3347,28.1346,17.601,26.5024,18.9101,22.569,21.8722,22.1673,24.85,24.0158,17.6841,17.0376,18.197,16.8484,14.1686,18.4403,12.0411,14.9099,15.3735,10.2851,12.4189,10.4811,9.5321,7.0175,9.9261,11.935,4.4249,7.8769,5.3317,12.4442,5.9113,10.4875,10.8482,8.3063,7.6623,3.363,13.8058,7.8306,13.6869,11.4277,10.722,15.7049,14.8726
3980000,-55,52,15.7442,18.1804,9.1852,16.0735,19.6489,26.6748,23.3439,19.077,22.978,28.436,23.4883,22.3685,32.3649,24.1921,26.1637,25.1873,20.1533,22.3051,20.6649,23.7302,20.7282,16.5592,18.4288,19.8715,18.1541,10.2596,19.4618,18.859,12.8743,13.835,17.006,13.3218,10.0172,4.8799,15.9171,8.6131,5.7048,5.8269,6.4294,0,8.9299,12.3586,6.1723,11.1876,7.5477,8.9444,9.2898,13.1169,10.7589,17.9837,9.8199,14.6289
4000000,-70,52,15.7085,19.9872,16.3305,21.0568,17.3306,14.9969,10.9691,29.4929,20.201,12.3421,22.9851,16.4536,17.9227,24.552,29.7279,23.8376,18.1765,23.5697,24.2566,23.1696,23.796,23.9741,23.1572,20.4112,19.4235,25.1768,13.6058,13.1084,6.8216,16.5247,3.7115,9.334,9.7876,7.6208,4.2983,8.0868,7.0679,0,13.0117,8.3901,0.466,2.5227,7.2081,10.6393,4.1345,7.2413,0,10.4672,11.6804,16.595,8.0257,14.5783
4020000,-70,52,18.7073,13.9634,18.7591,18.8136,23.546,19.9588,22.2216,22.8217,22.9267,20.6491,25.9981,19.6857,19.5178,19.5256,28.1388,29.039,22.0051,22.352,31.3553,29.8888,18.7579,11.4504,18.2511,21.3348,20.8753,12.6685,16.6689,16.8963,10.2238,5.5475,14.9617,9.3107,6.114,6.2515,9.2932,11.3883,7.2485,0,9.2123,5.9505,6.0717,2.8079,6.4826,10.2064,0,11.3453,15.9108,10.6744,11.8387,13.8495,11.3611,14.4947
4040000,-58,52,13.7672,15.1327,11.4838,11.5711,18.3386,20.1027,21.4585,24.0489,25.1647,19.8586,21.9843,18.9726,23.9362,13.7188,17.6287,20.6209,24.0536,27.2083,23.813,22.6722,22.5473,24.1825,22.1189,21.3116,14.5021,12.8611,8.0306,10.4484,4.8334,5.7808,10.8399,4.9398,12.0025,7.5318,11.3209,7.9651,9.4481,16.242,5.3886,5.5294,6.9705,7.2461,16.8656,12.8863,13.1481,14.5155,5.6637,12.4966,9.0909,18.5559,13.3172,18.0275
4060000,-60,52,13.9831,12.3591,18.7609,14.8721,23.5273,22.1181,20.8472,23.3374,19.4314,19.6798,25.1538,26.1214,17.1863,25.2101,22.9348,24.7922,27.1775,18.6601,25.0898,28.2033,24.5255,14.1297,16.3343,21.2975,10.8479,10.4806,17.2869,12.7898,6.5385,18.7758,13.9221,10.3798,8.0036,11.0308,5.3574,6.0764,15.0644,2.5135,6.4115,6.9886,6.2258,12.9463,4.9827,4.7829,14.6577,8.8447,9.4872,11.8129,10.3884,11.7275,12.1851,9.6137
4080000,-58,52,10.478,16.2402,21.6263,13.1213,19.1119,18.5001,28.6455,22.516,25.3154,27.4425,23.9439,21.2266,16.1738,26.7444,28.2902,24.733,24.1546,22.7751,10.5681,17.8564,22.2012,24.7278,26.2985,18.634,18.934,13.1187,12.8016,5.6252,4.8685,7.174,1.8285,9.4814,3.4355,13.3717,7.707,6.6333,9.664,3.0275,6.8375,5.3393,4.0478,8.3507,9.024,12.4186,11.5013,14.8805,9.8636,10.1818,10.7292,15.8392,10.268,18.387
4100000,-70,52,10.9197,14.1623,18.2127,18.9998,18.3893,17.0021,11.5715,15.3568,22.3236,15.0693,23.2653,26.5622,28.5434,26.1382,23.0982,30.3888,17.0881,15.3691,24.0139,27.25,21.1948,20.5254,18.0329,15.4278,19.1275,18.654,15.3887,16.5897,14.944,10.4947,9.5589,16.3967,9.2715,13.6337,5.1547,6.158,4.7721,3.8323,1.9244,1.4617,14.4469,8.9686,3.7774,11.1875,9.9393,15.0486,5.519,16.4436,12.0641,9.55,11.6124,9.5354
4120000,-64,52,20.8019,19.6852,16.6828,22.3227,20.6592,19.9332,18.9055,18.8332,24.9786,26.1775,19.7717,25.57,22.0497,22.4465,21.2433,17.393,22.8234,21.715,18.404,22.6998,19.2048,18.0719,21.6417,16.0614,14.4026,16.4953,22.2131,15.0276,8.0408,13.5792,7.576,12.0602,11.2338,6.376,5.8767,10.5134,6.0532,4.1877,15.1162,5.503,7.7693,0,3.3423,7.7335,9.9117,0,8.9134,11.0177,2.2656,11.4704,20.9309,7.2576
